date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:00	85183/85183	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:10:55%20GMT	https://www.radxrad.org/awardees/chemosensory-testing/	./radxrad/www.radxrad.org/awardees/chemosensory-testing/index.html	(from https://www.radxrad.org/)
10:11:00	94110/94110	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:10:55%20GMT	https://www.radxrad.org/awardees/automatic-detection-and-tracing/	./radxrad/www.radxrad.org/awardees/automatic-detection-and-tracing/index.html	(from https://www.radxrad.org/)
10:11:02	92482/92482	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:00%20GMT	https://www.radxrad.org/awardees/exosome-based/	./radxrad/www.radxrad.org/awardees/exosome-based/index.html	(from https://www.radxrad.org/)
10:11:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:11:03%20GMT	https://www.radxrad.org/about	./radxrad/www.radxrad.org/about	(from https://www.radxrad.org/)
10:11:07	83282/83282	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:04%20GMT	https://www.radxrad.org/awardees/multimodal-surveillance/	./radxrad/www.radxrad.org/awardees/multimodal-surveillance/index.html	(from https://www.radxrad.org/)
10:11:07	105762/105762	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:04%20GMT	https://www.radxrad.org/awardees/novel-biosensing-and-voc/	./radxrad/www.radxrad.org/awardees/novel-biosensing-and-voc/index.html	(from https://www.radxrad.org/)
10:11:07	84857/84857	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:06%20GMT	https://www.radxrad.org/awardees/scent/	./radxrad/www.radxrad.org/awardees/scent/index.html	(from https://www.radxrad.org/)
10:11:07	164821/164821	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:05%20GMT	https://www.radxrad.org/awardees/prevail-kids/	./radxrad/www.radxrad.org/awardees/prevail-kids/index.html	(from https://www.radxrad.org/)
10:11:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:11:09%20GMT	https://www.radxrad.org/about	./radxrad/www.radxrad.org/about	(from https://www.radxrad.org/)
10:11:13	76651/76651	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:10%20GMT	https://www.radxrad.org/awardees/niehs-diagnostic-prognostic-rnaseq/	./radxrad/www.radxrad.org/awardees/niehs-diagnostic-prognostic-rnaseq/index.html	(from https://www.radxrad.org/)
10:11:14	107874/107874	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:10%20GMT	https://www.radxrad.org/awardees/wastewater/	./radxrad/www.radxrad.org/awardees/wastewater/index.html	(from https://www.radxrad.org/)
10:11:14	173733/173733	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:10%20GMT	https://www.radxrad.org/resources/	./radxrad/www.radxrad.org/resources/index.html	(from https://www.radxrad.org/)
10:11:14	70011/70011	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:12%20GMT	https://www.radxrad.org/data-core-resources/	./radxrad/www.radxrad.org/data-core-resources/index.html	(from https://www.radxrad.org/)
10:11:15	53109/53109	---M--	200	added ('OK')	image/png	etag:%22cf75-5d608c0520b6b%22	https://www.radxrad.org/wp-content/uploads/2022/01/icon1b.png	./radxrad/www.radxrad.org/wp-content/uploads/2022/01/icon1b.png	(from https://www.radxrad.org/)
10:11:16	572685/572685	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:15%20GMT	https://www.radxrad.org/events-old/	./radxrad/www.radxrad.org/events-old/index.html	(from https://www.radxrad.org/)
10:11:17	42132/42132	---M--	200	added ('OK')	image/png	etag:%22a494-5d608c037cca8%22	https://www.radxrad.org/wp-content/uploads/2022/01/icon2b.png	./radxrad/www.radxrad.org/wp-content/uploads/2022/01/icon2b.png	(from https://www.radxrad.org/)
10:11:18	47661/47661	---M--	200	added ('OK')	image/png	etag:%22ba2d-5d608c0783110%22	https://www.radxrad.org/wp-content/uploads/2022/01/icon3b.png	./radxrad/www.radxrad.org/wp-content/uploads/2022/01/icon3b.png	(from https://www.radxrad.org/)
10:11:20	175562/175562	---M--	200	added ('OK')	image/jpeg	etag:%222adca-6051b1f6595ce%22	https://www.radxrad.org/wp-content/uploads/2023/09/COVID-and-person-e1694463908675-1024x914.jpg	./radxrad/www.radxrad.org/wp-content/uploads/2023/09/COVID-and-person-e1694463908675-1024x914.jpg	(from https://www.radxrad.org/)
10:11:20	64087/64087	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:18%20GMT	https://www.radxrad.org/contact-us/	./radxrad/www.radxrad.org/contact-us/index.html	(from https://www.radxrad.org/)
10:11:21	74548/74548	---M--	200	added ('OK')	image/webp	etag:%2212334-6051b340bc9cc%22	https://www.radxrad.org/wp-content/uploads/2023/09/fda-pre-submission-tips-for-medical-device-manufacturers-1024x569.webp	./radxrad/www.radxrad.org/wp-content/uploads/2023/09/fda-pre-submission-tips-for-medical-device-manufacturers-1024x569.webp	(from https://www.radxrad.org/)
10:11:21	114235/114235	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:18%20GMT	https://www.radxrad.org/communications/	./radxrad/www.radxrad.org/communications/index.html	(from https://www.radxrad.org/)
10:11:21	66728/66728	---M--	200	added ('OK')	image/jpeg	etag:%22104a8-5eb573261ec7a%22	https://www.radxrad.org/wp-content/uploads/2022/10/application-g1010785a5_1920-1024x681.jpg	./radxrad/www.radxrad.org/wp-content/uploads/2022/10/application-g1010785a5_1920-1024x681.jpg	(from https://www.radxrad.org/)
10:11:22	139496/139496	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:19%20GMT	https://www.radxrad.org/faqs/	./radxrad/www.radxrad.org/faqs/index.html	(from https://www.radxrad.org/)
10:11:22	69495/69495	---M--	200	added ('OK')	image/jpeg	etag:%2210f77-5ea4d0a71d56f%22	https://www.radxrad.org/wp-content/uploads/2022/10/laptops-593296_1920-1024x683.jpg	./radxrad/www.radxrad.org/wp-content/uploads/2022/10/laptops-593296_1920-1024x683.jpg	(from https://www.radxrad.org/)
10:11:23	69056/69056	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:22%20GMT	https://www.radxrad.org/announcing-new-notice-of-change-not-od-23-130-for-the-extension-of-not-od-23-040/	./radxrad/www.radxrad.org/announcing-new-notice-of-change-not-od-23-130-for-the-extension-of-not-od-23-040/index.html	(from https://www.radxrad.org/)
10:11:23	67426/67426	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:23%20GMT	https://www.radxrad.org/webinar-cdrhs-new-draft-guidances-to-continue-to-modernize-the-510k-program/	./radxrad/www.radxrad.org/webinar-cdrhs-new-draft-guidances-to-continue-to-modernize-the-510k-program/index.html	(from https://www.radxrad.org/)
10:11:23	2137/2137	---M--	200	added ('OK')	text/css	etag:%22859-5e2719844e4b3%22	https://www.radxrad.org/wp-content/plugins/js_composer/assets/lib/lightbox2/dist/css/lightbox.min.css?ver=6.9.0	./radxrad/www.radxrad.org/wp-content/plugins/js_composer/assets/lib/lightbox2/dist/css/lightbox.mine1b2.css	(from https://www.radxrad.org/)
10:11:24	5542/5542	---M--	200	added ('OK')	text/css	etag:%2215a6-5e2719844e4b3%22	https://www.radxrad.org/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/assets/owl.min.css?ver=6.9.0	./radxrad/www.radxrad.org/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/assets/owl.mine1b2.css	(from https://www.radxrad.org/)
10:11:25	51880/51880	---M--	200	added ('OK')	text/css	etag:%22caa8-5e2719844a632%22	https://www.radxrad.org/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.9.0	./radxrad/www.radxrad.org/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.mine1b2.css	(from https://www.radxrad.org/)
10:11:26	66619/66619	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:24%20GMT	https://www.radxrad.org/radx-tech-iii-proposal-deadline-extended-to-10-31/	./radxrad/www.radxrad.org/radx-tech-iii-proposal-deadline-extended-to-10-31/index.html	(from https://www.radxrad.org/)
10:11:26	66127/66127	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:11:25%20GMT	https://www.radxrad.org/fda-virtual-town-hall-series/	./radxrad/www.radxrad.org/fda-virtual-town-hall-series/index.html	(from https://www.radxrad.org/)
10:11:26	3242/3242	---M--	200	added ('OK')	text/css	etag:%22caa-604b444c29b54%22	https://www.radxrad.org/wp-content/plugins/acf-vc-integrator/css/acf-vc-integrator-style.css?ver=6.7.2	./radxrad/www.radxrad.org/wp-content/plugins/acf-vc-integrator/css/acf-vc-integrator-styled1c0.css	(from https://www.radxrad.org/)
10:11:27	100782/100782	---M--	200	added ('OK')	text/css	etag:%22189ae-5e271bd97aef9%22	https://www.radxrad.org/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.min.css?ver=3.5.001	./radxrad/www.radxrad.org/wp-content/themes/kalium/assets/vendors/font-awesome/css/all.minefa3.css	(from https://www.radxrad.org/)
10:11:28	59516/59516	---M--	200	added ('OK')	text/css	etag:%22e87c-5e271c53dfb41%22	https://www.radxrad.org/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.25	./radxrad/www.radxrad.org/wp-content/plugins/revslider/public/assets/css/rs6b02e.css	(from https://www.radxrad.org/)
10:11:29	21464/21464	---M--	200	added ('OK')	application/javascript	etag:%2253d8-61e66b3808ed7%22	https://www.radxrad.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	./radxrad/www.radxrad.org/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.radxrad.org/)
10:11:30	36748/36748	---M--	200	added ('OK')	application/javascript	etag:%228f8c-61e66b380bdb7%22	https://www.radxrad.org/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	./radxrad/www.radxrad.org/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://www.radxrad.org/)
10:11:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:11:25%20GMT	https://www.radxrad.org/events/	./radxrad/www.radxrad.org/events/index.html	(from https://www.radxrad.org/)
10:11:31	2911/2911	---M--	200	added ('OK')	application/javascript	etag:%22b5f-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch1e8b.js	(from https://www.radxrad.org/)
10:11:32	30145/30145	---M--	200	added ('OK')	application/javascript	etag:%2275c1-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight1e8b.js	(from https://www.radxrad.org/)
10:11:33	78556/78556	---M--	200	added ('OK')	application/javascript	etag:%22132dc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min1e8b.js	(from https://www.radxrad.org/)
10:11:34	6284/6284	---M--	200	added ('OK')	application/javascript	etag:%22188c-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min1e8b.js	(from https://www.radxrad.org/)
10:11:35	931/931	---M--	200	added ('OK')	application/javascript	etag:%223a3-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min1e8b.js	(from https://www.radxrad.org/)
10:11:36	106482/106482	---M--	200	added ('OK')	application/javascript	etag:%2219ff2-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min.js?ver=7.0.0.1742998213	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min1e8b.js	(from https://www.radxrad.org/)
10:11:37	10770/10770	---M--	200	added ('OK')	application/javascript	etag:%222a12-604b44cad9c1a%22	https://www.radxrad.org/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	./radxrad/www.radxrad.org/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from https://www.radxrad.org/)
